en	fr
After upgrading the debian edu config package, changed Cfengine configuration files might be available. Run ls ltr etc cfengine3 debian edu to check if this is the case. To apply the changes, run LC_ALL=C cf agent D installation.	Après la mise à niveau du paquet debian edu config, des fichiers de configuration modifiés de Cfengine pourraient être disponibles. Exécutez la commande ls ltr etc cfengine3 debian edu pour vérifier si c'est le cas. Pour appliquer les modifications, exécutez la commande LC_ALL=C cf agent D installation.
It is important to run debian edu ltsp install diskless_workstation yes after LTSP server upgrades to keep the SquashFS image for diskless clients in sync.	Il est important d’exécuter debian edu ltsp install diskless_workstation yes après les mises à niveau de serveur LTSP pour conserver l’image SquashFS pour la liste des clients sans disque synchronisée.
Automatic installation of updates can be done easily if desired, it just needs the unattended upgrades package to be installed and configured as described on wiki.debian.org UnattendedUpgrades.	Si vous le souhaitez, l'installation des mises à jour peut être rendue automatique, simplement en installant et en configurant le paquet unattended upgrades comme décrit sur la page wiki.debian.org UnattendedUpgrades.
apt listchanges can send new changelog entries to you via email, or alternatively display them in the terminal when running apt.	apt listchanges peut vous envoyer par courrier électronique les nouvelles entrées des journaux de modifications, ou bien les afficher dans un terminal lorsque la commande apt est utilisée.
Running cron apt as described above is a good way to learn when security updates are available for installed packages. Another way to stay informed about security updates is to subscribe to the Debian security announce mailinglist, which has the benefit of also telling you what the security update is about. The downside compared to cron apt) is that it also includes information about updates for packages which aren't installed.	Exécuter cron apt tel que décrit plus haut est une bonne façon de savoir lorsque des mises à jour de sécurité sont disponibles pour les paquets installés. Une autre façon de se tenir informé sur les mises à jour de sécurité est de s'inscrire à la liste de diffusion Debian security announce qui indique également quel est l'objet de cette mise à jour de sécurité. L'inconvénient par rapport à cron apt) est qu'elle diffuse également des informations sur des mises à jour de paquets qui ne sont pas installés.
Backup Management	Gestion des sauvegardes
For backup management point your browser to Please note that you need to access this site via SSL, since you have to enter the root password there. If you try to access this site without using SSL it will fail.	Pour la gestion des sauvegardes, faites pointer votre navigateur sur Veuillez noter que vous devez accéder à ce site par SSL, puisque le mot de passe du superutilisateur devra être saisi. En l'absence de chiffrement par SSL, la tentative d'accès échouera.
Note: the site will only work if you temporarily allow SSH root login on the backup server, which is the main server tjener.intern) by default.	Remarque le site ne fonctionnera que si vous permettez temporairement la connexion du superutilisateur par SSH sur le serveur de sauvegarde qui est le serveur principal par défaut tjener.intern).
If you want to restore a complete folder, your best option is to use the command line:	Si vous voulez restaurer un répertoire complet, votre meilleure option est d'utiliser la ligne de commande
If you want to get rid of older backups, choose Maintenance in the menu on the backup page and select the oldest snapshot to keep:	Si vous souhaitez vous débarrasser des anciennes sauvegardes, choisissez Maintenance dans le menu de la page des sauvegarde et choisissez le dernier instantané à garder
slbackup php Maintenance	Maintenance de slbackup php
Server Monitoring	Surveillance des serveurs
